產品線,子產品/平台,網頁/工具,檔案,對應公開URL或路由,公開crawl狀態,資料來源URL,官方來源數,法源/引用筆數,待補常數來源筆數,待修正引用筆數,查證狀態,備註
民眾版,消費爭議權益計算平台,商品／食品標示不實求償（消保法 §22 / 食安法 §28）｜ConsumerPro,/Users/chouchunyeh/Desktop/choulegal/apps/consumerpro/label-misrepresentation.html,https://consumer.choulegal.com/label-misrepresentation.html,200,https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=J0070001&flno=9; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=J0080011&flno=9; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=J0150002&flno=21; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=J0150002&flno=51; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=J0150002&flno=56; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=J0170001&flno=22; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=J0170001&flno=51; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=L0040001&flno=28; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=L0040001&flno=51; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=L0040001&flno=56,10,50,0,0,已查證,公開頁已納入官方來源查核；未見待修正或待補來源項目。
民眾版,消費爭議權益計算平台,民事訴訟裁判費試算（民訴 §77-13）｜ConsumerPro,/Users/chouchunyeh/Desktop/choulegal/apps/consumerpro/litigation-fee.html,https://consumer.choulegal.com/litigation-fee.html,200,https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0010001&flno=77-13; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=J0170001&flno=77-13; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=J0170001&flno=77-16; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=J0170001&flno=77-18; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=J0170001&flno=78; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=J0170001&flno=79,6,44,0,0,已查證,第1批補查已補 4 筆常數官方來源；本頁未剩待補來源或待修正引用。
民眾版,消費爭議權益計算平台,登入周全帳號｜ConsumerPro,/Users/chouchunyeh/Desktop/choulegal/apps/consumerpro/login.html,https://consumer.choulegal.com/login.html,未在公開 crawl 清單,不適用（未偵測到需查證法源）,0,0,0,0,已查證,本機檔案已盤點，未偵測法律法源、裁判字號或法律計算資料。
民眾版,消費爭議權益計算平台,美容／醫美療程退費爭議（美容與瘦身美容定型化契約）｜ConsumerPro,/Users/chouchunyeh/Desktop/choulegal/apps/consumerpro/medical-beauty.html,https://consumer.choulegal.com/medical-beauty.html,200,https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=12; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=77; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=J0170001&flno=11; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=J0170001&flno=17; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=J0170001&flno=195; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=J0170001&flno=21; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=J0170001&flno=22; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=J0170001&flno=51; https://www.fda.gov.tw/tc/includes/GetFile.ashx?id=f637418305121255264&type=1,9,22,0,0,已查證,第1批補查已補 1 筆常數官方來源；本頁未剩待補來源或待修正引用。
民眾版,消費爭議權益計算平台,手機綁約解約違約金試算（行動通信定型化契約應記載事項）｜ConsumerPro,/Users/chouchunyeh/Desktop/choulegal/apps/consumerpro/mobile-contract.html,https://consumer.choulegal.com/mobile-contract.html,200,https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=J0170001&flno=11,1,14,1,0,待確認,法律常數/金額/比例尚有 1 筆待補官方來源。
民眾版,消費爭議權益計算平台,線上遊戲爭議（線上遊戲定型化契約應記載事項）｜ConsumerPro,/Users/chouchunyeh/Desktop/choulegal/apps/consumerpro/online-game.html,https://consumer.choulegal.com/online-game.html,200,https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=227; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=77; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=J0170001&flno=22; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=J0170001&flno=51; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=J0170001&flno=77,5,12,0,0,已查證,公開頁已納入官方來源查核；未見待修正或待補來源項目。
民眾版,消費爭議權益計算平台,個資外洩求償（個資法 §29）｜ConsumerPro,/Users/chouchunyeh/Desktop/choulegal/apps/consumerpro/pdpa-breach.html,https://consumer.choulegal.com/pdpa-breach.html,200,https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=J0170001&flno=29; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=J0170001&flno=30; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=J0170001&flno=50; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=I0050021&flno=28,4,22,0,0,已查證,第1批補查已補 1 筆常數官方來源；本頁未剩待補來源或待修正引用。
民眾版,消費爭議權益計算平台,預售屋糾紛權益（預售屋買賣應記載事項）｜ConsumerPro,/Users/chouchunyeh/Desktop/choulegal/apps/consumerpro/presale-house.html,https://consumer.choulegal.com/presale-house.html,200,https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=J0170001&flno=17,1,6,0,0,已查證,公開頁已納入官方來源查核；未見待修正或待補來源項目。
民眾版,消費爭議權益計算平台,網路標錯價爭議（民法 §86 / §88 / §153）｜ConsumerPro,/Users/chouchunyeh/Desktop/choulegal/apps/consumerpro/price-mistake.html,https://consumer.choulegal.com/price-mistake.html,200,https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=148; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=153; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=86; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=88; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=J0170001&flno=148; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=J0170001&flno=153; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=J0170001&flno=227; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=J0170001&flno=86; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=J0170001&flno=88,9,52,3,0,待確認,法律常數/金額/比例尚有 3 筆待補官方來源。
民眾版,消費爭議權益計算平台,隱私權政策｜ConsumerPro,/Users/chouchunyeh/Desktop/choulegal/apps/consumerpro/privacy.html,https://consumer.choulegal.com/privacy.html,200,不適用（未偵測到需查證法源）,0,0,0,0,已查證,公開頁已掃描，未偵測需引用官方法源的法條、裁判或法律常數。
民眾版,消費爭議權益計算平台,懲罰性賠償試算（消保法 §51）｜ConsumerPro,/Users/chouchunyeh/Desktop/choulegal/apps/consumerpro/punitive.html,https://consumer.choulegal.com/punitive.html,200,https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=J0170001&flno=51,1,22,0,0,已查證,公開頁已納入官方來源查核；未見待修正或待補來源項目。
民眾版,消費爭議權益計算平台,修繕承攬瑕疵主張（民法 §492–§499）｜ConsumerPro,/Users/chouchunyeh/Desktop/choulegal/apps/consumerpro/repair-defect.html,https://consumer.choulegal.com/repair-defect.html,200,https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=492; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=493; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=494; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=495; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=498; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=499; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=J0170001&flno=354; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=J0170001&flno=493; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=J0170001&flno=494; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=J0170001&flno=495; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=J0170001&flno=498; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=J0170001&flno=499,12,56,0,0,已查證,公開頁已納入官方來源查核；未見待修正或待補來源項目。
民眾版,消費爭議權益計算平台,定型化契約 30 日審閱期（消保法 §11-1）｜ConsumerPro,/Users/chouchunyeh/Desktop/choulegal/apps/consumerpro/review-period.html,https://consumer.choulegal.com/review-period.html,200,https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=J0170001&flno=11-1,1,12,0,0,已查證,公開頁已納入官方來源查核；未見待修正或待補來源項目。
民眾版,消費爭議權益計算平台,消費爭議自救指南 — 遇到這些情況怎麼辦｜ConsumerPro,/Users/chouchunyeh/Desktop/choulegal/apps/consumerpro/self-help.html,https://consumer.choulegal.com/self-help.html,200,https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=354; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=365; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=J0150002&flno=21; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=J0170001&flno=11; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=J0170001&flno=19; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=J0170001&flno=22; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=J0170001&flno=51,7,16,0,0,已查證,公開頁已納入官方來源查核；未見待修正或待補來源項目。
民眾版,消費爭議權益計算平台,定型化契約條款顯失公平檢查（消保法 §12）｜ConsumerPro,/Users/chouchunyeh/Desktop/choulegal/apps/consumerpro/standard-form-check.html,https://consumer.choulegal.com/standard-form-check.html,200,https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=12; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=13; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=J0170001&flno=12,3,26,0,0,已查證,公開頁已納入官方來源查核；未見待修正或待補來源項目。
民眾版,消費爭議權益計算平台,訂閱制自動續約／難取消爭議（消保法 §19 / §11-1 / §12）｜ConsumerPro,/Users/chouchunyeh/Desktop/choulegal/apps/consumerpro/subscription-trap.html,https://consumer.choulegal.com/subscription-trap.html,200,https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=J0170001&flno=11-1; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=J0170001&flno=12; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=J0170001&flno=19,3,26,0,0,已查證,公開頁已納入官方來源查核；未見待修正或待補來源項目。
民眾版,消費爭議權益計算平台,使用者條款｜ConsumerPro,/Users/chouchunyeh/Desktop/choulegal/apps/consumerpro/terms.html,https://consumer.choulegal.com/terms.html,200,https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=365; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=J0170001&flno=51,2,4,0,0,已查證,公開頁已納入官方來源查核；未見待修正或待補來源項目。
民眾版,消費爭議權益計算平台,旅遊契約取消手續費（國外旅遊契約應記載事項）｜ConsumerPro,/Users/chouchunyeh/Desktop/choulegal/apps/consumerpro/tour.html,https://consumer.choulegal.com/tour.html,200,https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=J0170001&flno=17,1,30,0,0,已查證,公開頁已納入官方來源查核；未見待修正或待補來源項目。
民眾版,消費爭議權益計算平台,中古車買賣糾紛（中古汽車買賣應記載事項 + 民法 §354）｜ConsumerPro,/Users/chouchunyeh/Desktop/choulegal/apps/consumerpro/used-car.html,https://consumer.choulegal.com/used-car.html,200,https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=17; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=354; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=92; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=J0170001&flno=339; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=J0170001&flno=359; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=J0170001&flno=92,6,30,0,0,已查證,公開頁已納入官方來源查核；未見待修正或待補來源項目。
民眾版,消費爭議權益計算平台,禮券／儲值 業者倒閉求償（履約保證／信託）｜ConsumerPro,/Users/chouchunyeh/Desktop/choulegal/apps/consumerpro/voucher-insolvency.html,https://consumer.choulegal.com/voucher-insolvency.html,200,https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=I0020024&flno=10; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=J0170001&flno=12; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=J0170001&flno=17; https://law.moea.gov.tw/LawContent.aspx?id=GL000996,4,16,0,0,已查證,第1批補查已補 1 筆常數官方來源；本頁未剩待補來源或待修正引用。
民眾版,消費爭議權益計算平台,瑕疵擔保時效查詢（民法 §365）｜ConsumerPro,/Users/chouchunyeh/Desktop/choulegal/apps/consumerpro/warranty-period.html,https://consumer.choulegal.com/warranty-period.html,200,https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=356; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=359; https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=B0000001&flno=365,3,24,0,0,已查證,公開頁已納入官方來源查核；未見待修正或待補來源項目。
民眾版,消費爭議權益計算平台,婚宴／辦桌取消退定金試算（訂席外燴定型化契約應記載事項）｜ConsumerPro,/Users/chouchunyeh/Desktop/choulegal/apps/consumerpro/wedding-banquet.html,https://consumer.choulegal.com/wedding-banquet.html,200,https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=J0170001&flno=17,1,50,0,0,已查證,公開頁已納入官方來源查核；未見待修正或待補來源項目。
商業版 5 AI Pro,ETP 企業工作台,建立 Workspace — 周全,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/(auth)/onboarding/page.tsx,ETP_PAGE:/onboarding,本機動態/後台檔案，未納入公開站 crawl,未建立官方來源對照,0,0,0,0,未查證,本機檔案含法律/權益/計算語彙，但未納入本次公開來源查核。
商業版 5 AI Pro,ETP 企業工作台,通知中心 · 周全,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/[workspace]/(notifications-shell)/notifications/page.tsx,ETP_PAGE:/[workspace]/notifications,本機動態/後台檔案，未納入公開站 crawl,不適用（第2批複查：未呈現具體需查證法源）,0,0,0,0,已查證,第2批複查：頁面未呈現具體條號、裁判字號、法律常數或可計算結果；屬入口/帳號/通知/導頁/政策或後台功能頁。
商業版 5 AI Pro,ETP 企業工作台,AI 助手 — 周全專業版,/Users/chouchunyeh/Desktop/choulegal/apps/etp/app/[workspace]/ai/page.tsx,ETP_PAGE:/[workspace]/ai,本機動態/後台檔案，未納入公開站 crawl,未建立官方來源對照,0,0,0,0,未查證,本機檔案含法律/權益/計算語彙，但未納入本次公開來源查核。
